Title,ArtistName,Rank,Weeks,isNew
blessings,big sean featuring drake,46,19,0
fun,pitbull featuring chris brown,47,5,0
little toy guns,carrie underwood,48,13,0
sippin' on fire,florida georgia line,49,14,0
time of our lives,pitbull & ne-yo,50,27,0
uma thurman,fall out boy,51,10,0
one last time,ariana grande,52,18,0
like a wrecking ball,eric church,53,12,0
chains,nick jonas,54,20,0
commas,future,55,11,0
tonight looks good on you,jason aldean,56,8,0
wild child,kenny chesney with grace potter,57,13,0
love you like that,canaan smith,58,12,0
i really like you,carly rae jepsen,59,15,0
classic man,jidenna featuring roman gianarthur,60,6,0
crash and burn,thomas rhett,61,5,0
baby be my love song,easton corbin,62,10,0
smoke,a thousand horses,63,16,0
diamond rings and old barstools,tim mcgraw with catherine dunn,64,13,0
house party,sam hunt,65,2,0
don't it,billy currington,66,15,0
buy me a boat,chris janson,67,3,0
wet dreamz,j. cole,68,10,0
one hell of an amen,brantley gilbert,69,7,0
pretty girls,britney spears & iggy azalea,70,6,0
loving you easy,zac brown band,71,3,0
the matrimony,wale featuring usher,72,11,0
i need your love,shaggy featuring mohombi  faydee  costi,73,6,0
how many times,dj khaled featuring chris brown  lil wayne & big sean,74,5,0
lay me down,sam smith,75,19,0
flashlight,jessie j,76,4,0
crushin' it,brad paisley,77,7,0
planez,jeremih featuring j. cole,78,3,0
stitches,shawn mendes,79,3,0
know yourself,drake,80,17,0
kiss you in the morning,michael ray,81,3,0
3500,travi$ scott featuring future & 2 chainz,82,1,1
energy,drake,83,18,0
el perdon (forgiveness),nicky jam & enrique iglesias,84,12,0
young & crazy,frankie ballard,85,3,0
john cougar  john deere  john 3:16,keith urban,86,1,1
renegades,x ambassadors,87,9,0
nasty,bandit gang marco featuring dro,88,8,0
hell of a night,dustin lynch,89,2,0
hood go crazy,tech n9ne featuring 2 chainz & b.o.b,90,2,0
believe,mumford & sons,91,14,0
back it up,prince royce featuring jennifer lopez & pitbull,92,1,1
all day,kanye west featuring theophilus london  allan kingdom & paul mccartney,93,15,0
this could be us,rae sremmurd,94,1,1
i want you to know,zedd featuring selena gomez,95,16,0
i don't get tired (#idgt),kevin gates featuring august alsina,96,8,0
lose my mind,brett eldredge,97,1,1
l$d,a$ap rocky,98,3,0
everyday,a$ap rocky featuring rod stewart x miguel x mark ronson,99,2,0
tear in my heart,twenty one pilots,100,2,0
moves like jagger,maroon 5 featuring christina aguilera,1,10,0
party rock anthem,lmfao featuring lauren bennett & goonrock,2,23,0
pumped up kicks,foster the people,3,18,0
lighters,bad meets evil featuring bruno mars,4,11,0
last friday night (t.g.i.f.),katy perry,5,14,0
super bass,nicki minaj,6,18,0
how to love,lil wayne,7,14,0
good life,onerepublic,8,22,0
give me everything,pitbull featuring ne-yo  afrojack & nayer,9,22,0
stereo hearts,gym class heroes featuring adam levine,10,11,0
cheers (drink to that),rihanna,11,5,0
i wanna go,britney spears,12,12,0
tonight tonight,hot chelle rae,13,20,0
rolling in the deep,adele,14,34,0
if i die young,the band perry,15,40,0
you and i,lady gaga,16,4,0
she will,lil wayne featuring drake,17,2,0
you make me feel...,cobra starship featuring sabi,18,7,0
someone like you,adele,19,8,0
i'm on one,dj khaled featuring drake  rick ross & lil wayne,20,15,0
the edge of glory,lady gaga,21,16,0
remind me,brad paisley duet with carrie underwood,22,12,0
motivation,kelly rowland featuring lil wayne,23,20,0
barefoot blue jean night,jake owen,24,18,0
otis,jay z kanye west featuring otis redding,25,6,0
best thing i never had,beyonce,26,13,0
just a kiss,lady antebellum,27,17,0
headlines,drake,28,3,0
dirt road anthem,jason aldean,29,21,0
knee deep,zac brown band featuring jimmy buffett,30,16,0
take a back road,rodney atkins,31,13,0
god gave me you,blake shelton,32,7,0
you and tequila,kenny chesney featuring grace potter,33,14,0
country girl (shake it for me),luke bryan,34,19,0
just can't get enough,the black eyed peas,35,28,0
rain over me,pitbull featuring marc anthony,36,9,0
in the dark,dev,37,4,0
mr. saxobeat,alexandra stan,38,7,0
every teardrop is a waterfall,coldplay,39,13,0
where them girls at,david guetta featuring flo rida & nicki minaj,40,17,0
marvins room,drake,41,6,0
e.t.,katy perry featuring kanye west,42,29,0
crazy girl,eli young band,43,24,0
on the floor,jennifer lopez featuring pitbull,44,27,0
take over control,afrojack featuring eva simons,45,11,0
marvin & chardonnay,big sean featuring kanye west & roscoe dash,46,6,0
she ain't you,chris brown,47,20,0
made in america,toby keith,48,12,0
am i the only one,dierks bentley,49,17,0
the lazy song,bruno mars,50,27,0
the adventures of rain dance maggie,red hot chili peppers,51,6,0
pretty girls,iyaz featuring travie mccoy,52,8,0
nothing,the script,53,3,0
long hot summer,keith urban,54,7,0
hell on heels,pistol annies,55,1,1
out of my head,lupe fiasco featuring trey songz,56,14,0
keep your head up,andy grammer,57,13,0
love done gone,billy currington,58,11,0
better with the lights off,new boyz featuring chris brown,59,9,0
skyscraper,demi lovato,60,7,0
love you like a love song,selena gomez & the scene,61,10,0
quickie,miguel,62,6,0
i love you this big,scotty mccreery,63,14,0
easy,rascal flatts featuring natasha bedingfield,64,5,0
just fishin',trace adkins,65,13,0
gucci gucci,kreayshawn,66,5,0
sparks fly,taylor swift,67,5,0
country must be country wide,brantley gilbert,68,9,0
baggage claim,miranda lambert,69,3,0
here for a good time,george strait,70,9,0
frick park market,mac miller,71,2,0
i'm into you,jennifer lopez featuring lil wayne,72,15,0
it girl,jason derulo,73,3,0
faster,matt nathanson,74,5,0
save me  san francisco,train,75,10,0
not over you,gavin degraw,76,3,0
i'm gonna love you through it,martina mcbride,77,1,1
ni**as in paris,jay z kanye west,78,3,0
no sleep,wiz khalifa,79,9,0
one more drinkin' song,jerrod niemann,80,5,0
night of your life,david guetta featuring jennifer hudson,81,1,1
brighter than the sun,colbie caillat,82,2,0
fish,craig campbell,83,5,0
sail,awolnation,84,2,0
walk,foo fighters,85,8,0
we owned the night,lady antebellum,86,2,0
don't wanna go home,jason derulo,87,15,0
i got you,thompson square,88,2,0
never gonna leave this bed,maroon 5,89,18,0
love don't run,steve holy,90,1,1
what the water gave me,florence + the machine,91,1,1
set fire to the rain,adele,92,4,0
far away,tyga featuring chris richardson,93,3,0
booty wurk (one cheek at a time),t-pain featuring joey galaxy,94,7,0
man down,rihanna,95,14,0
cost of livin',ronnie dunn,96,1,1
arms,christina perri,97,2,0
that way,wale featuring jeremih & rick ross,98,1,1
till i'm gone,tinie tempah featuring wiz khalifa,99,4,0
martians vs goblins,game featuring lil wayne & tyler  the creator,100,1,1
7 rings,ariana grande,1,8,0
sunflower (spider-man: into the spider-verse),post malone & swae lee,2,21,0
without me,halsey,3,23,0
please me,cardi b & bruno mars,4,4,0
wow.,post malone,5,12,0
sucker,jonas brothers,6,2,0
happier,marshmello & bastille,7,30,0
middle child,j. cole,8,8,0
shallow,lady gaga & bradley cooper,9,24,0
sicko mode,travis scott,10,32,0
thotiana,blueface,11,9,0
high hopes,panic! at the disco,12,32,0
eastside,benny blanco  halsey & khalid,13,35,0
going bad,meek mill featuring drake,14,15,0
break up with your girlfriend  i'm bored,ariana grande,15,5,0
thank u  next,ariana grande,16,19,0
murder on my mind,ynw melly,17,8,0
dancing with a stranger,sam smith & normani,18,9,0
better,khalid,19,26,0
girls like you,maroon 5 featuring cardi b,20,42,0
a lot,21 savage,21,12,0
sweet but psycho,ava max,22,13,0
money,cardi b,23,21,0
drip too hard,lil baby & gunna,24,26,0
be alright,dean lewis,25,20,0
beautiful crazy,luke combs,26,18,0
robbery,juice wrld,27,4,0
mia,bad bunny featuring drake,28,22,0
zeze,kodak black featuring travis scott & offset,29,22,0
better now,post malone,30,46,0
close to me,ellie goulding x diplo featuring swae lee,31,17,0
you say,lauren daigle,32,35,0
youngblood,5 seconds of summer,33,41,0
tequila,dan + shay,34,45,0
baby shark,pinkfong,35,11,0
look back at it,a boogie wit da hoodie,36,14,0
lucid dreams,juice wrld,37,44,0
hear me calling,juice wrld,38,2,0
taki taki,dj snake featuring selena gomez  ozuna & cardi b,39,24,0
pure water,mustard & migos,40,7,0
empty,juice wrld,41,1,1
talk,khalid,42,5,0
envy me,calboy,43,13,0
i like it,cardi b  bad bunny & j balvin,44,49,0
bury a friend,billie eilish,45,7,0
mixed personalities,ynw melly featuring kanye west,46,8,0
fast,juice wrld,47,1,1
wake up in the sky,gucci mane x bruno mars x kodak black,48,26,0
swervin,a boogie wit da hoodie featuring 6ix9ine,49,12,0
twerk,city girls featuring cardi b,50,10,0
old town road,lil nas x featuring billy ray cyrus,51,2,0
girls need love,summer walker x drake,52,3,0
millionaire,chris stapleton,53,14,0
con calma,daddy yankee & katy perry featuring snow,54,6,0
this is it,scotty mccreery,55,14,0
put a date on it,yo gotti featuring lil baby,56,7,0
i,lil skies,57,2,0
take it from me,jordan davis,58,11,0
wish you were gay,billie eilish,59,2,0
here tonight,brett young,60,10,0
girl,maren morris,61,2,0
worth it,yk osiris,62,4,0
act up,city girls,63,2,0
who do you love,the chainsmokers featuring 5 seconds of summer,64,5,0
maze,juice wrld,65,1,1
close friends,lil baby,66,20,0
undecided,chris brown,67,10,0
girl like you,jason aldean,68,16,0
eyes on you,chase rice,69,4,0
bad liar,imagine dragons,70,3,0
shot clock,ella mai,71,7,0
pure cocaine,lil baby,72,12,0
good as you,kane brown,73,3,0
there was this girl,riley green,74,3,0
here with me,marshmello featuring chvrches,75,1,1
down to the honkytonk,jake owen,76,11,0
my bad,khalid,77,1,1
saturday nights,khalid & kane brown,78,6,0
make it sweet,old dominion,79,11,0
whiskey glasses,morgan wallen,80,2,0
ella quiere beber,anuel aa & romeo santos,81,19,0
look what god gave her,thomas rhett,82,2,0
miss me more,kelsea ballerini,83,6,0
one that got away,michael ray,84,3,0
undrunk,fletcher,85,1,1
night shift,jon pardi,86,4,0
calling my spirit,kodak black,87,15,0
rumor,lee brice,88,1,1
secreto,anuel aa & karol g,89,6,0
what makes you country,luke bryan,90,11,0
flaws and sins,juice wrld,91,1,1
calma,pedro capo x farruko,92,1,1
lovely,billie eilish & khalid,93,19,0
when the party's over,billie eilish,94,20,0
nights like this,kehlani featuring ty dolla $ign,95,9,0
i've been waiting,lil peep & ilovemakonnen featuring fall out boy,96,1,1
i can't get enough,benny blanco  tainy  selena gomez & j balvin,97,2,0
talk you out of it,florida georgia line,98,4,0
faucet failure,ski mask the slump god,99,3,0
always remember us this way,lady gaga,100,9,0
all about that bass,meghan trainor,1,13,0
shake it off,taylor swift,2,7,0
black widow,iggy azalea featuring rita ora,3,14,0
bang bang,jessie j  ariana grande & nicki minaj,4,10,0
anaconda,nicki minaj,5,9,0
habits (stay high),tove lo,6,19,0
don't tell 'em,jeremih featuring yg,7,15,0
animals,maroon 5,8,7,0
stay with me,sam smith,9,26,0
break free,ariana grande featuring zedd,10,14,0
rather be,clean bandit featuring jess glynne,11,17,0
hot boy,bobby shmurda,12,10,0
steal my girl,one direction,13,1,1
rude,magic!,14,24,0
chandelier,sia,15,22,0
boom clap,charli xcx,16,18,0
don't,ed sheeran,17,17,0
maps,maroon 5,18,16,0
cool kids,echosmith,19,13,0
burnin' it down,jason aldean,20,11,0
bailando,enrique iglesias featuring descemer bueno & gente de zona,21,23,0
am i wrong,nico & vinz,22,25,0
trumpets,jason derulo,23,19,0
something in the water,carrie underwood,24,1,1
a sky full of stars,coldplay,25,23,0
lifestyle,rich gang featuring young thug & rich homie quan,26,12,0
all of me,john legend,27,52,0
dirt,florida georgia line,28,13,0
new flame,chris brown featuring usher & rick ross,29,12,0
fancy,iggy azalea featuring charli xcx,30,31,0
fireball,pitbull featuring john ryan,31,9,0
blame,calvin harris featuring john newman,32,4,0
happy,pharrell williams,33,40,0
2 on,tinashe featuring schoolboy q,34,22,0
problem,ariana grande featuring iggy azalea,35,23,0
this is how we do,katy perry,36,10,0
amnesia,5 seconds of summer,37,14,0
0 to 100 / the catch up,drake,38,11,0
waves,mr. probz,39,7,0
jealous,nick jonas,40,4,0
latch,disclosure featuring sam smith,41,29,0
no flex zone,rae sremmurd,42,10,0
neon light,blake shelton,43,7,0
leave the night on,sam hunt,44,15,0
no mediocre,t.i. featuring iggy azalea,45,16,0
roller coaster,luke bryan,46,12,0
dark horse,katy perry featuring juicy j,47,55,0
i,kendrick lamar,48,2,0
american kids,kenny chesney,49,16,0
counting stars,onerepublic,50,68,0
shower,becky g,51,18,0
i'm not the only one,sam smith,52,5,0
riptide,vance joy,53,15,0
centuries,fall out boy,54,4,0
ready set roll,chase rice,55,19,0
no type,rae sremmurd,56,2,0
stolen dance,milky chance,57,11,0
studio,schoolboy q featuring bj the chicago kid,58,18,0
about the money,t.i. featuring young thug,59,9,0
somethin' bad,miranda lambert duet with carrie underwood,60,20,0
just gettin' started,jason aldean,61,1,1
take me to church,hozier,62,8,0
bartender,lady antebellum,63,20,0
hope you get lonely tonight,cole swindell,64,16,0
girl in a country song,maddie & tae,65,9,0
touchin  lovin,trey songz featuring nicki minaj,66,5,0
sunshine & whiskey,frankie ballard,67,13,0
somewhere in my car,keith urban,68,6,0
bumpin' the night,florida georgia line,69,1,1
hold you down,dj khaled featuring chris brown  august alsina  future & jeremih,70,5,0
booty,jennifer lopez featuring iggy azalea or pitbull,71,3,0
small town throwdown,brantley gilbert featuring justin moore & thomas rhett,72,17,0
day drinking,little big town,73,11,0
yellow flicker beat,lorde,74,1,1
v. 3005,childish gambino,75,18,0
secrets,mary lambert,76,5,0
superheroes,the script,77,3,0
i don't f**k with you,big sean featuring e-40,78,2,0
tuesday,i love makonnen featuring drake,79,2,0
hideaway,kiesza,80,12,0
believe me,lil wayne featuring drake,81,19,0
try,colbie caillat,82,7,0
fight night,migos,83,13,0
bo$$,fifth harmony,84,13,0
***flawless,beyonce featuring nicki minaj or chimamanda ngozi adichie,85,6,0
handsome and wealthy,migos,86,2,0
no love,august alsina,87,3,0
look at you,big & rich,88,5,0
heroes (we could be),alesso featuring tove lo,89,1,1
24 hours,teeflii featuring 2 chainz,90,6,0
later on,the swon brothers,91,8,0
hookah,tyga featuring young thug,92,8,0
really don't care,demi lovato featuring cher lloyd,93,18,0
u guessed it,og maco featuring 2 chainz,94,1,1
you and your friends,wiz khalifa featuring snoop dogg & ty dolla $ign,95,3,0
close your eyes,parmalee,96,2,0
shotgun rider,tim mcgraw,97,1,1
walk thru,rich homie quan featuring problem,98,7,0
feelin' it,scotty mccreery,99,2,0
meanwhile back at mama's,tim mcgraw featuring faith hill,100,19,0
blank space,taylor swift,1,3,0
all about that bass,meghan trainor,2,19,0
shake it off,taylor swift,3,13,0
animals,maroon 5,4,13,0
habits (stay high),tove lo,5,25,0
take me to church,hozier,6,14,0
hot boy,bobby shmurda,7,16,0
bang bang,jessie j  ariana grande & nicki minaj,8,16,0
i'm not the only one,sam smith,9,11,0
jealous,nick jonas,10,10,0
don't,ed sheeran,11,23,0
tuesday,i love makonnen featuring drake,12,8,0
love me harder,ariana grande & the weeknd,13,6,0
i don't f**k with you,big sean featuring e-40,14,8,0
don't tell 'em,jeremih featuring yg,15,21,0
black widow,iggy azalea featuring rita ora,16,20,0
no type,rae sremmurd,17,8,0
trumpets,jason derulo,18,25,0
waves,mr. probz,19,13,0
stay with me,sam smith,20,32,0
blame,calvin harris featuring john newman,21,10,0
lifestyle,rich gang featuring young thug & rich homie quan,22,18,0
rather be,clean bandit featuring jess glynne,23,23,0
cool kids,echosmith,24,19,0
chandelier,sia,25,28,0
the heart wants what it wants,selena gomez,26,2,0
only,nicki minaj featuring drake  lil wayne & chris brown,27,3,0
rude,magic!,28,30,0
centuries,fall out boy,29,10,0
new flame,chris brown featuring usher & rick ross,30,18,0
break free,ariana grande featuring zedd,31,20,0
riptide,vance joy,32,21,0
steal my girl,one direction,33,7,0
anaconda,nicki minaj,34,15,0
something in the water,carrie underwood,35,7,0
all of me,john legend,36,58,0
happy,pharrell williams,37,46,0
lips are movin,meghan trainor,38,4,0
hold you down,dj khaled featuring chris brown  august alsina  future & jeremih,39,11,0
am i wrong,nico & vinz,40,31,0
l.a.love (la la),fergie,41,6,0
maps,maroon 5,42,22,0
touchin  lovin,trey songz featuring nicki minaj,43,11,0
bailando,enrique iglesias featuring descemer bueno & gente de zona,44,29,0
fancy,iggy azalea featuring charli xcx,45,37,0
try me,dej loaf,46,4,0
boom clap,charli xcx,47,24,0
leave the night on,sam hunt,48,21,0
beg for it,iggy azalea featuring m0,49,4,0
stolen dance,milky chance,50,17,0
about the money,t.i. featuring young thug,51,15,0
somewhere in my car,keith urban,52,12,0
0 to 100 / the catch up,drake,53,17,0
shotgun rider,tim mcgraw,54,7,0
day drinking,little big town,55,17,0
girl in a country song,maddie & tae,56,15,0
neon light,blake shelton,57,13,0
no flex zone,rae sremmurd,58,16,0
i,kendrick lamar,59,8,0
sunshine & whiskey,frankie ballard,60,19,0
heroes (we could be),alesso featuring tove lo,61,7,0
thinking out loud,ed sheeran,62,6,0
burnin' it down,jason aldean,63,17,0
fireball,pitbull featuring john ryan,64,15,0
uptown funk!,mark ronson featuring bruno mars,65,1,1
try,colbie caillat,66,13,0
dirt,florida georgia line,67,19,0
perfect storm,brad paisley,68,6,0
no love,august alsina,69,9,0
talladega,eric church,70,4,0
dangerous,david guetta featuring sam martin,71,4,0
amnesia,5 seconds of summer,72,20,0
look at you,big & rich,73,11,0
in your arms,nico & vinz,74,5,0
sun daze,florida georgia line,75,4,0
baby don't lie,gwen stefani,76,4,0
close your eyes,parmalee,77,8,0
body language,kid ink featuring usher & tinashe,78,6,0
this is how we do,katy perry,79,16,0
drinking class,lee brice,80,5,0
roller coaster,luke bryan,81,18,0
yellow flicker beat,lorde,82,2,0
til it's gone,kenny chesney,83,3,0
feelin' it,scotty mccreery,84,8,0
god made girls,raelynn,85,4,0
often,the weeknd,86,5,0
18,one direction,87,1,1
where do broken hearts go,one direction,88,1,1
outside,calvin harris featuring ellie goulding,89,3,0
handsome and wealthy,migos,90,8,0
you and your friends,wiz khalifa featuring snoop dogg & ty dolla $ign,91,9,0
bobby bitch,bobby shmurda,92,3,0
superheroes,the script,93,9,0
ghost,ella henderson,94,3,0
mean to me,brett eldredge,95,2,0
made me,snootie wild featuring k camp,96,3,0
homegrown honey,darius rucker,97,2,0
shut up and dance,walk the moon,98,2,0
make me wanna,thomas rhett,99,1,1
she knows,ne-yo featuring juicy j,100,1,1
rolling in the deep,adele,1,22,0
give me everything,pitbull featuring ne-yo  afrojack & nayer,2,10,0
e.t.,katy perry featuring kanye west,3,17,0
the lazy song,bruno mars,4,15,0
on the floor,jennifer lopez featuring pitbull,5,15,0
party rock anthem,lmfao featuring lauren bennett & goonrock,6,11,0
the edge of glory,lady gaga,7,4,0
just can't get enough,the black eyed peas,8,16,0
till the world ends,britney spears featuring nicki minaj & ke$ha,9,14,0
the show goes on,lupe fiasco,10,23,0
super bass,nicki minaj,11,6,0
how to love,lil wayne,12,2,0
look at me now,chris brown featuring lil wayne & busta rhymes,13,18,0
i'm on one,dj khaled featuring drake  rick ross & lil wayne,14,3,0
roll up,wiz khalifa,15,17,0
good life,onerepublic,16,10,0
don't wanna go home,jason derulo,17,3,0
down on me,jeremih featuring 50 cent,18,30,0
honey bee,blake shelton,19,9,0
blow,ke$ha,20,20,0
s&m,rihanna featuring britney spears,21,21,0
f**k you! (forget you),cee lo green,22,41,0
dirt road anthem,jason aldean,23,9,0
written in the stars,tinie tempah featuring eric turner,24,16,0
motivation,kelly rowland featuring lil wayne,25,8,0
just a kiss,lady antebellum,26,5,0
tonight tonight,hot chelle rae,27,8,0
f**kin' perfect,pink,28,23,0
every teardrop is a waterfall,coldplay,29,1,1
for the first time,the script,30,23,0
who says,selena gomez & the scene,31,12,0
all of the lights,kanye west,32,23,0
mean,taylor swift,33,12,0
price tag,jessie j featuring b.o.b,34,18,0
i love you this big,scotty mccreery,35,2,0
firework,katy perry,36,33,0
born this way,lady gaga,37,17,0
knee deep,zac brown band featuring jimmy buffett,38,4,0
sure thing,miguel,39,13,0
she ain't you,chris brown,40,8,0
country girl (shake it for me),luke bryan,41,7,0
backseat,new boyz featuring the cataracs & dev,42,16,0
my last,big sean featuring chris brown,43,11,0
just the way you are,bruno mars,44,46,0
dirty dancer,enrique iglesias with usher featuring lil wayne,45,4,0
hello,martin solveig & dragonette,46,9,0
tomorrow,chris young,47,13,0
i won't let go,rascal flatts,48,19,0
old alabama,brad paisley featuring alabama,49,9,0
grenade,bruno mars,50,36,0
you lie,the band perry,51,14,0
without you,keith urban,52,13,0
racks,yc featuring future,53,10,0
best love song,t-pain featuring chris brown,54,11,0
run the world (girls),beyonce,55,7,0
if heaven wasn't so far away,justin moore,56,11,0
i need a doctor,dr. dre featuring eminem & skylar grey,57,18,0
heart like mine,miranda lambert,58,17,0
international love,pitbull featuring chris brown,59,1,1
like my mother does,lauren alaina,60,2,0
where them girls at,david guetta featuring flo rida & nicki minaj,61,5,0
barefoot blue jean night,jake owen,62,6,0
last friday night (t.g.i.f.),katy perry,63,2,0
homeboy,eric church,64,12,0
california king bed,rihanna,65,3,0
john,lil wayne featuring rick ross,66,11,0
am i the only one,dierks bentley,67,5,0
man down,rihanna,68,2,0
bleed red,ronnie dunn,69,17,0
never gonna leave this bed,maroon 5,70,6,0
you and tequila,kenny chesney featuring grace potter,71,2,0
the story of us,taylor swift,72,5,0
hustle hard,ace hood,73,9,0
pumped up kicks,foster the people,74,6,0
far away,marsha ambrosius,75,12,0
crazy girl,eli young band,76,13,0
colder weather,zac brown band,77,20,0
judas,lady gaga,78,7,0
donald trump,mac miller,79,2,0
somewhere else,toby keith,80,7,0
country song,seether,81,12,0
bow chicka wow wow,mike posner featuring lil wayne,82,15,0
the cave,mumford & sons,83,18,0
best thing i never had,beyonce,84,1,1
did it on'em,nicki minaj,85,14,0
iridescent,linkin park,86,1,1
out of my head,lupe fiasco featuring trey songz,87,2,0
i smile,kirk franklin,88,11,0
1+1,beyonce,89,2,0
unusual,trey songz featuring drake,90,1,1
right there,nicole scherzinger featuring 50 cent,91,3,0
take a back road,rodney atkins,92,1,1
best friend's brother,victorious cast featuring victoria justice,93,1,1
keep your head up,andy grammer,94,1,1
