Artist,Track,Year,Month,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Followers,Popularity,Target
Thinking Out Loud - The Voice Performance,britton buchanan,2018,05,0.553,0.374,2,-7.781,1,0.0333,0.27,0,0.108,0.414,157.526,2876,26,0
Old Soul - The Voice Performance,spensha baker,2018,05,0.33,0.584,2,-5.412,1,0.0299,0.632,8.41e-05,0.102,0.258,147.128,2174,19,0
You Don't Own Me - The Voice Performance,kyla jade,2018,05,0.321,0.798,2,-4.063,1,0.0456,0.157,0.000108,0.154,0.336,188.609,1920,25,0
Summer Nights,iration,2010,08,0.835,0.609,9,-5.636,1,0.0336,0.0201,1.28e-06,0.107,0.781,130.154,244561,62,0
Dear Prudence,dana fuchs,2007,01,0.53,0.394,2,-10.487,1,0.0257,0.138,0.337,0.11,0.113,142.012,14400,46,0
There’s A Girl,trent harmon,2018,05,0.526,0.793,7,-5.869,1,0.0376,0.196,0,0.0778,0.347,97.107,35128,47,0
Better Now,caleb lee hutchinson,2019,01,0.66,0.635,2,-5.212,1,0.0279,0.111,0.00241,0.369,0.474,117.012,14133,37,0
Drip Too Hard (Lil Baby & Gunna),lil baby,2018,10,0.897,0.662,1,-6.903,0,0.292,0.0852,0,0.534,0.389,112.511,2930941,91,1
Bandit (with YoungBoy Never Broke Again),juice wrld,2019,10,0.474,0.631,5,-5.884,0,0.343,0.0687,0,0.132,0.425,180.051,6055857,93,1
Nothin' on You,kaleb lee,2019,10,0.467,0.854,2,-3.53,1,0.0392,0.0137,0,0.203,0.466,166.115,519,31,0
Diggin' Holes,brent cobb,2016,10,0.666,0.74,7,-7.606,1,0.031,0.0185,0,0.0741,0.826,120.056,36438,52,0
She's With Me,high valley,2018,05,0.601,0.941,11,-3.622,1,0.0852,0.0188,0,0.526,0.702,111.041,82161,57,1
The Kind You Write Songs About,pryor baird,2019,02,0.676,0.648,1,-6.256,1,0.0223,0.0146,4.41e-05,0.33,0.862,97.019,531,17,0
Zombie,bad wolves,2018,01,0.448,0.826,2,-3.244,0,0.0319,0.00756,0,0.117,0.19,77.093,285223,70,1
Recovery,frank turner,2013,01,0.532,0.887,9,-2.435,1,0.0518,0.0614,0,0.0909,0.817,155.893,261618,61,0
Replay,zendaya,2013,01,0.688,0.723,6,-6.682,0,0.121,0.0416,0.0002,0.302,0.618,140.023,2439107,75,0
Wait so Long,trampled by turtles,2010,04,0.254,0.928,9,-5.885,0,0.318,0.487,1.33e-05,0.112,0.327,189.451,233235,60,0
Tomorrow,shakey graves,2016,09,0.564,0.354,7,-10.85,1,0.0334,0.73,3.43e-06,0.208,0.423,98.075,309197,65,0
Satish,tee grizzley,2019,09,0.745,0.704,0,-6.962,1,0.233,0.246,0,0.314,0.56,98.042,1539093,78,1
Forever Heavy,black moth super rainbow,2007,05,0.384,0.735,5,-4.856,0,0.0383,0.703,0.921,0.232,0.276,133.906,70988,46,0
Never Enough,loren allred,2017,12,0.277,0.394,8,-8.903,1,0.0336,0.423,0,0.0952,0.227,86.777,62762,67,1
YOU,dynamite dylan,2018,02,0.712,0.58,10,-7.007,0,0.0381,0.0771,2.21e-06,0.122,0.682,134.01,34830,35,0
Nothing For Christmas,slim jxmmi,2018,12,0.838,0.905,10,-4.628,0,0.0726,0.00102,0,0.349,0.836,131.926,77265,72,0
Why Am I Like This?,the word alive,2018,05,0.321,0.949,2,-3.332,1,0.0633,9.78e-05,1.1e-06,0.322,0.23,175.103,201904,66,0
Makin’ Me Look Good Again,drake white,2016,08,0.574,0.586,10,-6.141,1,0.0337,0.354,0,0.106,0.26,127.794,56550,51,0
Trip,ella mai,2018,10,0.477,0.61,11,-5.628,0,0.144,0.225,0,0.107,0.358,79.882,2192284,80,1
Purple Hat,sofi tukker,2019,09,0.777,0.744,9,-7.42,1,0.204,0.331,0.0073,0.088,0.654,94.019,274984,71,0
River,bishop briggs,2018,04,0.733,0.477,2,-6.737,0,0.0687,0.302,2.97e-06,0.0579,0.545,62.507,481129,73,0
Through It All,from ashes to new,2016,02,0.524,0.944,5,-5.151,0,0.145,0.00355,7.55e-06,0.0362,0.494,74.994,141846,62,0
Love Anyway,drew love,2019,01,0.402,0.524,6,-10.134,1,0.0475,0.679,0,0.0932,0.265,169.748,5953,64,0
Of Mind - Nocturne,tesseract,2013,05,0.573,0.923,11,-5.509,0,0.0634,0.000267,0.000259,0.051,0.445,130.005,171802,54,0
Drunk Drivers/Killer Whales,car seat headrest,2016,05,0.534,0.414,2,-7.952,1,0.0403,0.218,2.11e-06,0.103,0.458,117.079,209759,61,0
All These Kisses,tammy rivera,2018,04,0.67,0.499,8,-9.822,1,0.0563,0.116,0,0.0906,0.355,149.912,89307,39,0
2002,anne-marie,2018,04,0.697,0.683,1,-2.881,0,0.117,0.0372,0,0.137,0.603,96.133,4826233,86,0
Not Dead Yet,ledger,2018,04,0.421,0.951,7,-1.435,0,0.0544,0.000402,0.000762,0.594,0.262,163.903,47835,47,0
Consider Me,allen stone,2019,11,0.469,0.664,9,-5.138,0,0.0806,0.195,0,0.101,0.527,77.767,193897,61,0
Andre The Giant,prof,2018,04,0.773,0.47,6,-8.134,1,0.276,0.229,0.000367,0.0582,0.522,74.966,52784,53,0
Goblins,nekrogoblikon,2018,04,0.478,0.805,0,-4.323,1,0.0416,0.0176,2.39e-05,0.153,0.406,89.729,49344,47,0
Redemption (with Babes Wodumo),zacari,2018,02,0.778,0.765,11,-7.175,0,0.128,0.139,0.0274,0.123,0.642,125.062,46217,70,0
Blue Flowers,dr. octagon,1996,01,0.544,0.672,7,-9.788,1,0.243,0.0339,8.12e-06,0.693,0.244,85.88,46886,40,0
How Simple,hop along,2018,04,0.633,0.715,6,-7.244,1,0.0304,0.0647,0,0.103,0.526,126.935,70065,51,0
Floating (feat. Khalid),alina baraz,2018,04,0.66,0.447,1,-9.026,0,0.0482,0.81,2.15e-06,0.11,0.578,84.95,566632,73,0
Super Rad!,the aquabats!,1997,10,0.513,0.926,11,-4.36,1,0.136,0.00993,0.000237,0.0648,0.931,172.68,64176,48,0
Hunnybee,unknown mortal orchestra,2018,04,0.956,0.373,6,-7.963,1,0.0773,0.569,0.394,0.314,0.568,119.994,476933,67,0
Civilian,wye oak,2011,03,0.389,0.697,8,-7.215,0,0.0315,0.000269,0.207,0.135,0.413,90.853,106759,49,0
Hard 2 Face Reality,poo bear,2018,04,0.625,0.626,7,-5.281,1,0.0293,0.22,0,0.228,0.282,142.043,28714,61,0
JAPAN,famous dex,2018,04,0.733,0.678,6,-7.771,1,0.438,0.121,0,0.344,0.841,175.985,1713317,73,1
The Safety of Disbelief,light the torch,2018,03,0.389,0.972,2,-4.925,1,0.138,2.26e-05,0.0121,0.501,0.19,82.517,86537,54,0
Leave It In My Dreams,the voidz,2018,03,0.6,0.746,4,-4.696,0,0.0355,0.0226,0.0119,0.109,0.614,118.551,97028,55,0
Betrayed,lil xan,2018,04,0.821,0.434,10,-9.194,0,0.118,0.434,0,0.128,0.241,120.012,1913942,72,1
Deathwish,red sun rising,2018,03,0.498,0.871,8,-5.517,0,0.0499,0.00614,2.74e-06,0.342,0.663,135.01,49909,50,0
Fred Astaire,jukebox the ghost,2018,03,0.605,0.71,11,-4.75,1,0.0753,0.0244,3.72e-05,0.309,0.691,110.171,107102,58,0
"Nails, Hair, Hips, Heels",todrick hall,2019,05,0.935,0.611,1,-8.689,1,0.133,0.348,6.9e-06,0.0825,0.785,126.008,178894,67,0
Nausea,jeff rosenstock,2015,03,0.445,0.747,0,-5.857,1,0.0456,0.375,3.48e-06,0.354,0.533,135.219,53931,54,0
Downtown,anitta,2017,11,0.775,0.679,4,-4.985,0,0.135,0.18,7.26e-05,0.068,0.619,166.008,8316125,86,0
Dreams - Piano Version,lissie,2019,04,0.562,0.187,0,-9.156,1,0.0313,0.921,0,0.0813,0.199,117.59,152971,59,0
Mode II (feat. Logic),prhyme,2015,12,0.473,0.902,2,-3.546,1,0.237,0.0252,0,0.0757,0.409,97.48,38400,44,0
Calvin Cambridge,sob x rbe,2017,01,0.776,0.678,2,-4.505,1,0.376,0.00476,0,0.363,0.81,181.872,317141,68,1
Lifestyle,rich homie quan,2014,06,0.718,0.67,1,-5.236,1,0.227,0.0144,0,0.0851,0.517,88.764,2003186,73,0
Plenty for All,hot snakes,2004,05,0.473,0.974,2,-4.637,1,0.0451,1.09e-05,0.172,0.0827,0.72,148.496,27627,40,0
The Silent Life,rivers of nihil,2018,03,0.437,0.916,1,-6.515,0,0.0657,2.37e-05,0.8,0.306,0.255,99.995,43991,44,0
No Regresarás,chiquis rivera,2019,09,0.668,0.646,7,-2.605,0,0.0894,0.467,0,0.063,0.921,166.154,67203,47,0
Yellow Cloud,trixie mattel,2019,05,0.517,0.899,9,-4.808,1,0.0486,0.00306,0,0.189,0.804,130.013,51773,48,0
Raise Hell,dorothy,2016,06,0.547,0.693,6,-6.404,1,0.0264,0.0224,0,0.523,0.716,79.963,174031,61,0
Gum,moose blood,2014,10,0.501,0.667,4,-6.196,1,0.0284,0.00848,0,0.281,0.283,82.522,143690,56,0
You Belong To Somebody Else,dej loaf,2017,02,0.79,0.472,1,-6.999,0,0.0656,0.325,5.83e-06,0.276,0.287,115.055,1078482,70,1
The River,jordan feliz,2015,10,0.641,0.909,10,-4.998,0,0.0362,0.0964,0,0.342,0.782,124.0,170106,59,0
Você Partiu Meu Coração,nego do borel,2017,01,0.854,0.682,9,-5.818,0,0.069,0.374,0,0.0697,0.887,98.023,2325161,68,0
Splashin,rich the kid,2019,03,0.942,0.382,10,-8.099,1,0.564,0.00192,0,0.092,0.379,100.017,1830868,82,1
Can We,phonte,2019,03,0.445,0.583,0,-10.219,0,0.0535,0.688,0.0079,0.0614,0.298,94.764,51130,53,0
Sister,tracey thorn,2018,03,0.624,0.772,6,-9.108,0,0.0411,0.0016,0.0559,0.185,0.451,99.997,34553,49,0
Keep The Wolves Away,lucius,2012,08,0.682,0.351,1,-10.276,0,0.0318,0.52,0.00059,0.11,0.144,122.207,114894,59,0
Something For Your M.I.N.D.,superorganism,2018,03,0.698,0.542,2,-4.317,1,0.131,0.132,0.00117,0.199,0.664,140.096,150226,59,0
Congratulations,dessa,2016,12,0.686,0.611,11,-8.266,1,0.116,0.345,0,0.145,0.408,95.983,45884,50,0
Everyday We Lit (feat. PnB Rock),yfn lucci,2017,03,0.758,0.646,7,-4.701,1,0.112,0.128,0,0.0778,0.589,155.955,1272716,68,0
Real Thing,turnstile,2018,02,0.51,0.801,1,-5.03,1,0.0355,0.000311,0.895,0.357,0.358,84.972,80795,53,0
Where You From,big smo,2017,07,0.821,0.827,0,-5.031,1,0.189,0.059,0,0.305,0.596,136.062,172550,51,0
FEEL NOTHING,the plot in you,2018,02,0.448,0.825,4,-5.307,0,0.0621,0.00353,0,0.108,0.226,144.17,111425,56,0
Nightmare,american nightmare,2019,09,0.499,0.915,10,-3.152,0,0.0483,0.0022,0.0172,0.567,0.475,135.006,12843,30,0
Say Nothing,pianos become the teeth,2014,10,0.631,0.495,3,-8.018,0,0.0281,0.502,0.12,0.0908,0.293,115.137,55889,42,0
Loveshine (Live),john corabi,2018,02,0.284,0.883,6,-7.114,1,0.0406,0.0121,7.29e-06,0.956,0.388,100.56,2687,21,0
So Far Away,agust d,2016,08,0.485,0.828,11,-4.505,0,0.112,0.00927,0,0.325,0.277,93.723,1102673,60,0
Love Me Less (feat. Quinn XCII),max,2019,04,0.732,0.856,11,-2.2,0,0.0929,0.0828,0,0.323,0.771,145.034,356846,76,0
Now You Know,jon langston,2019,06,0.475,0.932,6,-4.005,1,0.0649,0.0296,0,0.0883,0.524,148.075,115718,65,0
Kill the Director,the wombats,2007,07,0.41,0.858,1,-5.295,0,0.0485,0.00347,0,0.0897,0.962,161.487,712054,71,0
Make You Proud,saudi,2017,11,0.706,0.437,5,-10.099,0,0.238,0.518,1.74e-05,0.102,0.215,135.048,6200,59,0
Float On,good tiger,2018,02,0.417,0.959,6,-5.452,0,0.057,1.19e-05,0.00213,0.167,0.545,157.977,31725,43,0
I.F.L.Y.,bazzi,2019,08,0.812,0.519,2,-4.823,1,0.0385,0.379,0,0.13,0.554,104.954,2420334,86,1
Open,rhye,2013,01,0.551,0.324,0,-10.962,1,0.0314,0.896,0.0873,0.277,0.231,90.957,368039,67,0
Luckiest Man,the wood brothers,2006,01,0.571,0.281,5,-10.56,1,0.0475,0.74,0,0.163,0.294,142.263,132311,61,0
My Lady's On Fire,ty segall,2018,01,0.329,0.498,3,-8.945,1,0.0378,0.192,0.000399,0.102,0.33,166.488,210929,59,0
Run It Back,evidence,2013,06,0.748,0.43,5,-7.017,0,0.0542,0.000335,0.876,0.121,0.712,86.733,55672,49,0
fine,mike shinoda,2019,11,0.55,0.685,8,-3.28,1,0.0353,0.0261,6.9e-05,0.251,0.168,89.977,355064,63,0
Tithemi,sleeping giant,2012,07,0.497,0.983,4,-5.756,1,0.113,1.43e-05,1.96e-06,0.245,0.27,140.012,35241,38,0
The Permanent Rain,the dangerous summer,2009,05,0.57,0.843,10,-4.797,1,0.0543,0.0481,0,0.0936,0.709,124.981,50915,53,0
La Mejor Versión de Mi - Remix,natti natasha,2019,10,0.735,0.712,11,-5.119,0,0.0326,0.732,0,0.302,0.894,131.938,3596452,86,0
sex,eden,2016,08,0.413,0.521,9,-4.469,1,0.0466,0.162,0,0.323,0.532,103.391,690024,75,0
Kill The Sun,cane hill,2018,11,0.447,0.512,5,-9.534,0,0.0278,0.28,0.000356,0.0983,0.316,101.073,38649,45,0
Powa,tune-yards,2011,04,0.753,0.315,5,-7.458,1,0.0323,0.677,7.66e-05,0.129,0.524,109.613,167513,51,0
Simple Man,jason manns,2016,09,0.561,0.336,2,-10.932,0,0.0511,0.783,9.67e-06,0.0957,0.428,149.848,11035,44,0
All The Time,bahamas,2014,08,0.711,0.464,4,-4.816,0,0.0488,0.648,0.00373,0.0846,0.507,127.274,227850,68,0
Morocco,moon taxi,2013,09,0.617,0.892,1,-3.143,0,0.0489,0.0169,0.000202,0.224,0.596,115.082,132344,60,0
This Too Shall Last,anderson east,2018,01,0.503,0.49,4,-8.553,1,0.0279,0.323,0.799,0.0873,0.68,148.884,90521,57,0
Greatest Love Story,lanco,2018,01,0.671,0.617,10,-8.72,1,0.0561,0.401,0,0.119,0.62,147.986,265763,65,1
The Eagle has Landed,avatar,2016,05,0.455,0.942,2,-6.513,1,0.0673,0.000745,0.00152,0.304,0.319,170.22,162482,57,0
Prosthetic Love,typhoon,2013,08,0.404,0.417,7,-10.163,1,0.0396,0.507,0.3,0.147,0.04,136.215,42096,43,0
Little Lion Man,tonight alive,2011,11,0.588,0.698,6,-4.047,1,0.0444,0.00197,8.01e-05,0.114,0.553,129.95,266954,57,0
Supernova,ansel elgort,2018,01,0.764,0.618,5,-5.492,0,0.0873,0.0596,0,0.194,0.655,140.09,701872,65,0
Freight Train,ty tabor,2018,01,0.452,0.605,0,-7.998,1,0.0312,6.1e-05,0.065,0.321,0.366,80.015,3479,20,0
Bless the Broken Road,gentri,2017,09,0.261,0.273,0,-9.96,1,0.0315,0.899,0,0.106,0.186,76.588,6688,42,0
Ego,just chase,2017,02,0.65,0.628,6,-4.393,0,0.0535,0.231,0,0.105,0.523,99.996,5263,32,0
They Rode On,watain,2013,08,0.295,0.44,4,-9.151,0,0.0314,4.16e-05,0.498,0.0811,0.039,133.988,75161,42,0
Myself,layton greene,2018,05,0.357,0.533,11,-8.126,1,0.0777,0.723,0,0.101,0.318,138.086,81433,68,0
Sweetest Dreams,watt,2019,08,0.309,0.0227,3,-39.651,1,0.0536,0.994,0.888,0.103,0.128,68.355,14464,69,0
Deep End,lexy panterra,2016,10,0.762,0.558,0,-6.863,1,0.0498,0.00535,5.09e-05,0.0944,0.433,125.997,24102,46,0
Bellas Finals: Price Tag/Don’t You (Forget About Me)/Give Me Everything/Just The Way You Are/Party In The U.S.A./Turn The Beat Around,the bellas,2015,02,0.476,0.682,0,-5.74,1,0.153,0.579,0,0.129,0.308,105.956,95401,61,0
El Amor de Mi Vida,alta consigna,2018,12,0.706,0.476,10,-9.243,1,0.0384,0.645,0,0.0717,0.687,130.044,1286644,65,0
Personal,hrvy,2017,11,0.755,0.536,8,-5.605,1,0.12,0.114,0,0.0282,0.882,138.969,764002,74,0
Known,tauren wells,2017,06,0.576,0.303,1,-10.359,1,0.0489,0.786,0,0.0993,0.753,77.872,180160,66,0
Déjalo,nacho,2018,11,0.743,0.795,11,-5.733,1,0.0732,0.199,0,0.0577,0.682,95.003,2100223,77,0
Help Me Help You (feat. Why Don't We),logan paul,2017,05,0.811,0.641,1,-4.167,0,0.256,0.205,0,0.547,0.781,134.971,973963,51,0
I,lil skies,2019,03,0.649,0.453,6,-7.28,1,0.085,0.627,0,0.116,0.431,99.183,3316779,84,1
Landslide - The Voice Performance,chloe kohanski,2017,12,0.356,0.413,2,-7.544,1,0.0265,0.349,0,0.142,0.255,75.619,11599,34,1
Tennessee Rain - The Voice Performance,addison agen,2017,12,0.553,0.232,9,-6.929,1,0.0326,0.907,0,0.123,0.274,137.8,4783,35,1
I Pray - The Voice Performance,red marlow,2017,12,0.543,0.603,9,-5.294,1,0.0287,0.0611,2.77e-06,0.123,0.258,133.782,2733,21,1
Little Bit Crazy,brooke simpson,2019,05,0.574,0.436,9,-8.737,0,0.0733,0.156,0,0.663,0.665,173.502,4332,29,0
Think About Me,dvsn,2017,10,0.547,0.294,7,-10.202,1,0.0482,0.0607,0.786,0.0933,0.11,105.027,649742,69,0
Caught Up (feat. Khalid),majid jordan,2019,07,0.678,0.438,9,-8.847,0,0.0577,0.29,0,0.0838,0.501,81.498,447265,73,0
Put a Little Love in Your Heart,darren criss,2017,03,0.593,0.613,6,-6.01,1,0.0469,0.653,0,0.15,0.604,123.024,79183,61,0
Um Sinal,ivete sangalo,2018,08,0.746,0.565,8,-6.705,1,0.0414,0.18,0,0.0962,0.38,99.923,1267298,69,0
Conceited (There's Something About Remy),remy ma,2006,01,0.704,0.576,11,-7.711,1,0.477,0.214,0,0.188,0.586,124.955,403763,66,0
I Hope You Dance - The Voice Performance,keisha renee,2017,11,0.331,0.492,8,-5.897,0,0.0329,0.444,0,0.317,0.478,145.634,818,21,0
Ape Dos Mil,glassjaw,2002,07,0.333,0.851,7,-5.293,1,0.0948,0.0101,0,0.277,0.44,108.25,88786,44,0
Autotheist Movement I: Create,the faceless,2012,08,0.531,0.691,5,-6.66,0,0.0283,0.0394,0.00407,0.581,0.264,105.068,82213,44,0
All She Want Is Gold,noah mac,2019,06,0.808,0.199,6,-12.539,1,0.174,0.811,0.00114,0.117,0.547,97.442,13671,37,0
FEFE,6ix9ine,2018,11,0.931,0.387,1,-9.127,1,0.412,0.088,0,0.136,0.376,125.978,4316962,83,1
Invisible Prisons,justin furstenfeld,2014,10,0.59,0.936,9,-4.563,1,0.0781,0.124,0,0.184,0.319,112.876,6716,32,0
Dat Side,cyhi the prynce,2017,11,0.87,0.578,1,-8.526,1,0.125,0.0123,0,0.0529,0.506,148.007,122098,58,0
All Hail King Jesus,jeremy riddle,2017,11,0.283,0.445,0,-9.646,1,0.0329,0.0638,1.92e-05,0.0591,0.0898,147.509,126029,55,0
Live up to My Name,baka not nice,2017,06,0.943,0.495,6,-5.964,0,0.18,0.0575,0,0.0952,0.573,129.971,89939,58,0
I Like Girls (feat. Lil Skies),pnb rock,2019,05,0.702,0.775,1,-3.462,1,0.248,0.324,0,0.114,0.784,178.199,2143760,82,1
Rolling Stoned,upchurch,2016,12,0.738,0.514,7,-11.831,1,0.0767,0.188,0,0.3,0.201,143.932,486156,73,0
Fazer,quicksand,1993,01,0.416,0.777,9,-8.712,1,0.0574,3.6e-05,0.00513,0.157,0.653,178.369,35167,40,0
It Won't Stop (feat. Chris Brown),sevyn streeter,2013,12,0.657,0.574,1,-9.484,0,0.0407,0.016,8.1e-05,0.172,0.211,119.992,722241,64,0
Take It All Back 2.0,judah & the lion,2017,03,0.446,0.801,0,-6.397,1,0.0305,0.00925,8.84e-05,0.13,0.765,148.071,213939,65,0
Drive,oh wonder,2015,09,0.658,0.447,9,-8.315,1,0.0987,0.755,3.67e-06,0.0828,0.397,141.742,830604,74,0
Forever a Cowboy,ned ledoux,2017,11,0.384,0.635,7,-7.024,1,0.0349,0.321,1.81e-05,0.279,0.425,113.296,8931,40,0
I Got Angels,emcee n.i.c.e.,2017,09,0.563,0.823,4,-6.587,0,0.349,0.0589,0,0.348,0.49,160.94,29165,26,0
Weightless,marconi union,2012,10,0.139,0.22,2,-19.974,0,0.0324,0.856,0.831,0.17,0.0789,71.432,113610,60,0
Poison,brent faiyaz,2016,08,0.689,0.394,2,-10.102,0,0.065,0.711,0.000905,0.0859,0.382,117.489,397604,73,0
Souvenir,julien baker,2018,10,0.598,0.3,6,-11.044,0,0.0264,0.732,0.502,0.0946,0.167,109.034,155660,61,0
Monsters Ball,butcher babies,2015,08,0.529,0.996,5,-4.298,0,0.25,0.00386,0.00106,0.375,0.134,130.004,90929,45,0
Dancing in the Sky,dani and lizzy,2015,06,0.306,0.31,11,-10.371,1,0.0336,0.603,2.72e-05,0.112,0.126,207.508,10783,46,0
Wildflowers,the wailin' jennys,2017,10,0.474,0.213,11,-11.677,1,0.028,0.853,3.1e-06,0.241,0.353,84.962,74574,50,0
Learning to Lose (feat. Willie Nelson),margo price,2017,10,0.525,0.249,2,-11.587,1,0.0278,0.71,0.011,0.11,0.223,75.063,66731,46,0
Coming Home,sons of apollo,2017,10,0.553,0.957,4,-4.378,1,0.0822,0.00105,0.0466,0.279,0.421,121.974,43233,40,0
Budding Trees,nahko,2013,05,0.604,0.563,4,-7.661,1,0.0371,0.565,0,0.283,0.66,116.026,181937,58,0
Daylily,movements,2017,10,0.565,0.778,2,-5.475,1,0.028,0.00195,0.00129,0.156,0.421,104.067,84738,57,0
Ric Flair Drip (& Metro Boomin),offset,2017,10,0.88,0.428,9,-8.28,1,0.206,0.149,5.07e-05,0.114,0.333,100.007,1296614,87,1
Pet Names,i the mighty,2017,10,0.504,0.795,5,-4.695,0,0.0402,0.0614,0,0.0817,0.58,75.024,58651,52,0
Painter in Your Pocket,destroyer,2006,01,0.566,0.511,6,-8.826,0,0.0614,0.674,3.02e-06,0.221,0.258,123.311,103817,54,0
Notorious,adelitas way,2017,10,0.53,0.967,0,-2.108,1,0.0657,0.000507,0.205,0.0786,0.642,99.962,200809,61,0
Trying,bully,2015,06,0.75,0.604,9,-7.493,1,0.0317,0.00484,0.000275,0.243,0.727,120.017,39902,37,0
Nobody,stick to your guns,2015,02,0.391,0.967,10,-5.841,1,0.137,2.79e-05,0.000561,0.343,0.165,171.012,148847,54,0
Judas,fozzy,2017,10,0.418,0.907,0,-3.675,1,0.0584,0.000101,0.000433,0.346,0.473,99.17,98805,56,0
Its Every Night Sis,ricegum,2017,06,0.887,0.784,8,-5.598,1,0.199,0.0244,0,0.112,0.408,98.984,339785,50,0
Baby Blue,king krule,2013,08,0.468,0.331,3,-11.052,1,0.036,0.613,0.00108,0.129,0.09,102.448,413193,62,0
Man of Steel,grant maloy smith,2018,10,0.383,0.628,7,-6.784,1,0.0377,0.0842,0.000569,0.0942,0.428,76.019,331,19,0
When the Heartache Has Gone,revolution saints,2019,11,0.347,0.875,2,-7.997,1,0.0454,0.000374,5.08e-06,0.315,0.48,168.039,11175,33,0
My One and Only Love,irvin mayfield,2008,04,0.5,0.112,9,-14.602,0,0.0327,0.937,0.506,0.102,0.223,108.588,1668,30,0
Callaita,bad bunny,2019,05,0.61,0.624,2,-4.773,1,0.309,0.6,2.12e-06,0.243,0.244,176.169,16416352,96,1
Sweatshirt,jacob sartorius,2016,05,0.667,0.492,8,-8.612,1,0.03,0.321,0,0.0744,0.796,95.976,600515,50,0
Bulletproof,citizen,2016,03,0.627,0.929,6,-2.376,0,0.081,0.0349,0,0.281,0.685,114.994,243274,60,0
I Got It,whitney peyton,2019,11,0.775,0.746,5,-5.736,0,0.277,0.0859,0,0.155,0.374,133.833,6549,34,0
LMK_WHAT’S REALLY GOOD REMIX_ FEAT_PRINCESS NOKIA_JUNGLEPUSSY_CUPCAKKE_MS. BOOGIE_100 BPM,kelela,2018,10,0.727,0.623,11,-6.028,1,0.0512,0.0374,0,0.0896,0.224,99.982,203312,57,0
Belong to You (feat. 6LACK),sabrina claudio,2017,10,0.605,0.553,10,-10.845,0,0.101,0.274,0.0152,0.184,0.62,152.076,680520,75,0
Easy,demetria mckinney,2017,10,0.545,0.489,6,-7.81,0,0.34,0.179,0.00011,0.0823,0.157,60.218,14306,31,0
I Am the Moon,the white buffalo,2017,10,0.239,0.158,7,-19.589,1,0.0362,0.597,0.313,0.0945,0.209,129.934,279971,62,0
Always Forever,cults,2013,10,0.174,0.742,8,-5.93,1,0.0485,0.00181,0.281,0.198,0.36,163.378,198057,60,0
Motorways (Erase It),dhani harrison,2019,07,0.412,0.778,5,-7.279,1,0.11,0.0744,0.0227,0.367,0.344,115.012,11863,40,0
Call Me Old-Fashioned,bradley walker,2016,09,0.546,0.605,8,-7.447,1,0.0362,0.558,0,0.148,0.262,141.891,1933,25,0
Gucci Gang,lil pump,2017,10,0.936,0.523,5,-6.71,1,0.0597,0.239,0,0.117,0.699,119.889,6139928,81,1
Brave Man's Death,j roddy walston & the business,2010,07,0.531,0.879,3,-5.541,1,0.0472,0.337,0,0.596,0.791,140.907,51655,45,0
Bloodwork,36 crazyfists,2003,03,0.585,0.931,0,-4.843,1,0.0847,0.00119,2.46e-05,0.115,0.814,160.079,98942,48,0
Pontiac 87,protomartyr,2015,10,0.3,0.782,6,-5.717,0,0.0396,0.0695,0.878,0.547,0.352,146.442,43968,46,0
Song Of Yesterday,black country communion,2010,09,0.363,0.714,9,-8.045,0,0.0479,0.026,0.517,0.295,0.288,156.045,65219,42,0
April Showers,the showers,1996,01,0.47,0.671,7,-13.507,1,0.046,0.0108,0.00051,0.0619,0.719,177.384,528,9,0
Swervin (feat. 6ix9ine),a boogie wit da hoodie,2018,12,0.581,0.662,9,-5.239,1,0.303,0.0153,0,0.111,0.434,93.023,3621167,90,1
Love Me,counterparts,2019,11,0.333,0.874,1,-6.19,1,0.0713,0.0148,0.165,0.177,0.0372,135.032,100575,60,0
Bulls In The Bronx,the bronx,2012,07,0.473,0.932,2,-3.464,1,0.148,0.000524,0.000361,0.101,0.327,159.985,54700,49,0
Heading West,luna,2019,05,0.356,0.0402,0,-25.461,1,0.0435,0.989,0.92,0.118,0.299,69.595,1431165,73,0
"Sorry, you're not a winner/Remix",enter shikari,2007,01,0.383,0.952,1,-5.96,0,0.341,0.155,0.000162,0.0519,0.345,128.877,276234,60,0
Even Then,micah tyler,2017,10,0.625,0.704,6,-6.779,0,0.0395,0.0256,0,0.139,0.441,74.996,49584,56,0
Soldiers,otherwise,2012,07,0.592,0.877,2,-4.05,0,0.0502,0.0095,0.000171,0.131,0.712,117.106,58294,55,0
Baptized In The Rio Grande,sons of texas,2015,03,0.306,0.941,10,-3.706,0,0.139,0.00179,0,0.428,0.446,113.367,17483,38,0
GUY.exe,superfruit,2017,09,0.77,0.732,4,-4.601,0,0.0508,0.0305,0,0.157,0.889,110.011,99555,52,0
Baltimore Blues No. 1,deer tick,2007,09,0.745,0.546,5,-4.5,1,0.0321,0.44,0.00206,0.205,0.425,114.97,110614,51,0
Drinkin' Problem,midland,2017,09,0.622,0.763,9,-6.4,1,0.0263,0.055,8.91e-06,0.315,0.621,102.0,113826,67,1
Dragons (feat. The Lone Bellow),the lone bellow,2019,08,0.713,0.495,7,-7.755,1,0.0307,0.628,4.48e-06,0.107,0.334,120.084,61644,53,0
