Artist,Track,Year,Month,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Followers,Target
snap!,beauty queen ,2005,01,0.819,0.818,10.0,-9.54,0.0,0.0339,0.000718,0.208,0.109,0.822,130.288,700,0
marco beltrami,revelations,2009,01,0.207,0.0291,8.0,-27.095,1.0,0.0437,0.976,0.972,0.305,0.0326,61.006,356671,0
dark party,active,2009,01,0.564,0.805,5.0,-4.156,0.0,0.0455,0.047,0.71,0.101,0.391,175.947,0,0
william orbit,harry flowers,1993,01,0.583,0.251,7.0,-21.53,1.0,0.0352,0.0438,0.909,0.0749,0.21,146.365,2032,0
radio moscow,broke down,2009,04,0.386,0.875,0.0,-6.823,1.0,0.101,0.00445,0.00175,0.24,0.792,75.896,12866,0
stille volk,orgasme tellurique,2003,06,0.549,0.73,5.0,-12.629,1.0,0.0319,0.348,2.75e-05,0.15,0.817,149.971,8745,0
tina ann,too late ,2004,10,0.593,0.959,2.0,-2.88,0.0,0.0347,0.00185,0.0016,0.115,0.548,134.984,200537,0
backstreet boys,the call,2000,11,0.696,0.874,10.0,-3.318,0.0,0.0772,0.117,0.0,0.331,0.747,104.196,2496,0
lyrics born,over you ,2005,04,0.659,0.53,11.0,-4.653,0.0,0.114,0.0392,0.0336,0.177,0.546,174.736,1,0
les ogres de barback,printemps,1999,01,0.646,0.505,10.0,-8.339,1.0,0.0505,0.696,0.0246,0.0406,0.886,148.873,1686,0
matisyahu,refuge,2005,04,0.484,0.59,4.0,-8.617,0.0,0.135,0.117,1.79e-06,0.886,0.499,84.009,2313932,0
debbie davies,backseat driver,2005,06,0.673,0.858,9.0,-5.75,1.0,0.0393,0.0378,0.000363,0.135,0.934,125.198,255865,0
ashton shepherd,old memory,2008,01,0.468,0.408,3.0,-5.35,1.0,0.0284,0.626,2.89e-06,0.114,0.174,128.941,15647,0
rubyhorse,the  first of the year,2002,01,0.397,0.376,0.0,-11.447,1.0,0.0355,0.744,0.0365,0.337,0.154,125.135,13822,0
vangelis,procession,1990,01,0.528,0.354,2.0,-18.476,1.0,0.0307,0.0577,0.225,0.0929,0.226,59.883,389,0
babylon disco,multiplayer,2007,02,0.627,0.544,11.0,-17.444,0.0,0.0525,0.0605,0.189,0.113,0.756,89.976,202285,0
mariah carey,mine again,2005,01,0.688,0.367,7.0,-8.89,0.0,0.0611,0.723,7.78e-06,0.114,0.371,131.883,90749,0
rhian sheehan,existing alone,2001,07,0.24,0.488,1.0,-16.478,1.0,0.136,0.752,0.634,0.119,0.0879,128.19,519211,0
bob marley,small axe,2000,01,0.832,0.531,10.0,-7.386,1.0,0.225,0.743,0.0,0.229,0.832,98.587,20718,0
dolores keane,telling me lies,2006,05,0.603,0.337,9.0,-12.708,1.0,0.0284,0.546,2.32e-05,0.175,0.139,114.18,27941,0
everyday sunday,wake up! wake up! ,2007,01,0.511,0.847,1.0,-3.743,1.0,0.0339,0.000108,0.0,0.107,0.811,151.939,241103,0
helen love,first boyfriend,2007,11,0.69,0.765,8.0,-6.732,1.0,0.0558,0.0242,0.0,0.36,0.967,97.55,204016,0
incubus,just a phase,2001,10,0.611,0.563,9.0,-7.722,1.0,0.0291,0.15,0.547,0.539,0.0938,108.002,14609,0
the almost,little drummer boy,2008,01,0.661,0.575,0.0,-8.151,1.0,0.0465,0.207,6.58e-06,0.108,0.417,164.004,117347,0
the black crowes,sting me,1992,01,0.552,0.972,0.0,-3.744,1.0,0.0584,0.0068,0.0,0.123,0.639,129.309,13374,0
doug macleod,the sun shine down my way,2015,06,0.518,0.193,2.0,-9.062,1.0,0.0515,0.777,0.0141,0.105,0.211,169.181,73799,0
bill perry,man  on the side,2004,08,0.282,0.652,9.0,-6.353,0.0,0.0299,0.119,0.373,0.35,0.432,109.106,282972,0
cobra killer,kick jump - part jump,1998,09,0.406,0.66,6.0,-9.018,1.0,0.301,0.514,0.59,0.163,0.295,128.562,57720,0
sugar minott,informer,2011,10,0.808,0.671,8.0,-6.252,0.0,0.295,0.21,1.48e-06,0.138,0.836,77.531,17711,0
backstreet boys,shape of my heart,2000,11,0.575,0.786,9.0,-4.353,1.0,0.0296,0.252,0.0,0.159,0.518,96.102,15079,0
bob marley,lively up yourself,2015,02,0.599,0.776,7.0,-8.431,1.0,0.0677,0.0996,3.65e-05,0.267,0.869,76.114,7879,0
sofia karlsson,i denna ljuva sommartid,2002,02,0.372,0.0999,0.0,-13.856,1.0,0.0398,0.94,1.53e-05,0.133,0.297,111.564,92971,0
seal,still love remains ,1998,11,0.389,0.397,5.0,-11.155,0.0,0.0336,0.719,0.005,0.113,0.209,154.001,20483,0
planetakis,letters to norway,2007,08,0.497,0.99,0.0,-2.021,1.0,0.105,0.00682,0.0,0.0971,0.55,138.058,53,0
robben ford,spoonful,2009,01,0.528,0.879,11.0,-6.392,0.0,0.0967,0.0185,0.114,0.877,0.639,126.099,186164,0
byzantine,absolute horizon,2008,01,0.261,0.97,0.0,-5.378,1.0,0.124,2.33e-05,0.0087,0.17,0.146,98.884,23522,0
halfway to gone,turnpike,2004,04,0.348,0.795,11.0,-5.114,0.0,0.0466,1.47e-05,0.733,0.0466,0.213,122.529,106942,0
kings of leon,genius,2003,08,0.442,0.83,7.0,-5.978,1.0,0.0478,0.0275,0.0,0.218,0.506,125.554,2708,0
kings of leon,my party ,2007,04,0.398,0.858,11.0,-5.84,1.0,0.0405,0.00363,0.0945,0.0594,0.688,128.775,245,0
a tribe called quest,scenario,1991,09,0.795,0.6,2.0,-14.004,1.0,0.341,0.112,0.000171,0.111,0.633,101.78,2655809,0
placebo,evalia,2016,02,0.589,0.555,6.0,-10.829,1.0,0.0357,0.0109,0.00194,0.683,0.6,97.739,32485,0
uphill battle,thresh hold,2004,02,0.37,0.983,7.0,-1.297,1.0,0.132,1.19e-05,0.708,0.175,0.1,108.718,4863,0
moments in grace,broken promises ,2004,08,0.402,0.962,10.0,-6.517,1.0,0.177,9.01e-05,0.00186,0.0474,0.12,144.971,60694,0
mau mau,neir,2004,01,0.534,0.802,1.0,-7.335,1.0,0.0657,0.218,4.48e-06,0.136,0.645,81.094,2544,0
nine inch nails,survivalism,2007,01,0.622,0.664,11.0,-5.592,0.0,0.0805,0.000825,0.186,0.135,0.388,129.991,515221,0
pascal obispo,chlore,1994,09,0.535,0.339,5.0,-13.64,0.0,0.0315,0.208,0.000884,0.234,0.378,139.816,5370,0
k-os,aquacityboy,2006,01,0.43,0.914,10.0,-3.81,1.0,0.239,0.0181,0.0,0.244,0.741,93.037,38302,0
tin hat trio,width of the world,2000,01,0.243,0.259,7.0,-12.661,1.0,0.0298,0.615,0.0673,0.1,0.105,146.268,699,0
rihanna,music of the sun,2005,08,0.535,0.643,0.0,-8.182,1.0,0.155,0.112,0.0,0.281,0.632,171.884,26564,0
kanye west,street lights,2008,01,0.641,0.488,1.0,-9.604,1.0,0.0349,0.0321,0.0293,0.233,0.441,125.497,288815,0
grace gale,la matanza,2008,05,0.477,0.905,0.0,-5.901,0.0,0.0428,0.00923,5.3e-05,0.111,0.676,155.075,98,0
eminem,beautiful,2009,05,0.724,0.685,5.0,-4.413,0.0,0.0768,0.266,0.0,0.0771,0.524,132.09,294934,0
twista,had to call ,2005,10,0.91,0.751,8.0,-6.442,1.0,0.202,0.407,0.0,0.0922,0.855,136.549,4847810,0
geddy lee,runaway train ,2000,11,0.587,0.845,7.0,-6.149,1.0,0.03,0.000322,0.0127,0.158,0.535,119.905,12262,0
jerry goldsmith,the keys,1997,01,0.219,0.166,5.0,-28.018,0.0,0.0501,0.607,0.935,0.1,0.12,129.287,7332978,0
alexis hk,juste une fois,2004,11,0.563,0.228,9.0,-14.17,1.0,0.0852,0.853,0.0,0.382,0.508,92.928,9260,0
neon blonde,new detroit,2005,09,0.249,0.773,7.0,-5.053,1.0,0.0402,0.0866,9.89e-06,0.106,0.489,139.515,13311,0
korn,proud,2006,04,0.349,0.971,2.0,-3.62,1.0,0.196,0.000299,0.0231,0.381,0.371,118.076,2032,0
soul ballet,da da diamonds,2007,09,0.796,0.681,9.0,-7.236,0.0,0.0364,0.0543,0.0205,0.0928,0.418,106.005,1999128,0
sigmatropic,the blue side of the sun,2007,09,0.733,0.501,0.0,-8.836,1.0,0.0417,0.254,0.00234,0.207,0.37,117.943,276330,0
snowgoons,platoon goons,2009,05,0.604,0.902,5.0,-4.382,0.0,0.343,0.00488,0.0,0.38,0.436,96.002,62078,0
eminem,paul,2018,08,0.707,0.314,6.0,-10.115,0.0,0.747,0.977,0.0,0.109,0.602,104.014,51691,0
eyes set to kill,liar in the glass,2008,02,0.255,0.919,2.0,-3.769,1.0,0.143,3.65e-05,0.0118,0.197,0.411,91.978,355127,0
cali,dolorosa ,2003,08,0.494,0.908,0.0,-4.38,0.0,0.0414,0.375,0.026,0.142,0.663,155.981,3038,0
kurupt,girls all pause,2012,10,0.953,0.622,11.0,-7.76,1.0,0.25,0.0931,0.0,0.29,0.742,103.427,4103,0
bryan ferry,going down,2002,01,0.672,0.718,4.0,-9.712,0.0,0.0365,0.499,0.705,0.168,0.92,157.722,2766,0
janet jackson,again,1997,10,0.873,0.591,7.0,-8.942,1.0,0.102,0.0788,0.0071,0.104,0.496,123.091,17429,0
basement jaxx,twerk ,2009,09,0.767,0.908,4.0,-4.726,0.0,0.0723,0.00337,0.0928,0.313,0.715,127.97,190,0
swallow the sun,...and heavens cried blood,2009,01,0.27,0.735,0.0,-6.575,0.0,0.0344,0.000671,0.0597,0.0963,0.196,143.422,38961,0
jah cure,to your arms of love,2009,05,0.33,0.366,8.0,-7.744,1.0,0.0393,0.828,0.0,0.159,0.359,167.334,2655809,0
justin timberlake,what goes around...comes around,2006,09,0.687,0.723,7.0,-4.751,1.0,0.0709,0.122,0.00102,0.573,0.432,76.0,7332978,0
willy deville,cadillac walk ,2012,08,0.478,0.77,7.0,-8.435,1.0,0.213,0.0684,0.632,0.697,0.513,75.927,25425,0
madonna,bedtime story ,1994,10,0.712,0.612,0.0,-12.74,1.0,0.0441,0.831,0.441,0.118,0.526,112.028,907725,0
sister hazel,think about me,1997,01,0.544,0.766,7.0,-4.652,1.0,0.0459,0.00843,0.00159,0.0341,0.839,139.174,56,0
rihanna,sos,2006,04,0.677,0.671,7.0,-4.905,1.0,0.0361,0.004,5.07e-05,0.413,0.527,137.046,58007,0
alexandre desplat,high-speed french train,2009,01,0.763,0.259,10.0,-18.913,1.0,0.0425,0.623,0.256,0.196,0.181,119.978,57412,0
the almost,books & books,2009,01,0.413,0.956,11.0,-4.338,0.0,0.0746,0.000339,0.0,0.129,0.257,169.975,8082,0
seal,when a man is wrong ,1998,11,0.486,0.477,4.0,-9.312,1.0,0.0283,0.166,5.74e-06,0.108,0.181,146.879,3017,0
jim reeves,mexican joe,1997,02,0.753,0.334,9.0,-12.435,1.0,0.0528,0.795,0.0,0.0768,0.949,126.081,4006983,0
doyle bramhall,ooh wee baby,2007,09,0.385,0.654,2.0,-5.978,1.0,0.0403,0.014,0.158,0.344,0.222,180.084,4006983,0
kt tunstall,boo hoo,2006,01,0.664,0.531,7.0,-6.838,1.0,0.0278,0.487,0.000178,0.123,0.488,127.847,1059225,0
bow wow wow,c30 c60 c90 go,2019,10,0.641,0.692,10.0,-8.46,0.0,0.0562,0.178,0.418,0.0535,0.583,115.048,1058740,0
george lopez,dogs,2017,09,0.491,0.931,9.0,-13.664,1.0,0.756,0.816,9.44e-06,0.716,0.037,91.082,713416,0
pascal obispo,la machine,2006,05,0.641,0.706,1.0,-9.22,0.0,0.032,0.00396,0.0487,0.459,0.515,130.038,445,0
hall & oates,perkiomen,2006,01,0.703,0.481,3.0,-9.116,0.0,0.0501,0.577,0.00103,0.0861,0.628,105.124,893,0
white willow,the reach,2000,01,0.325,0.313,2.0,-13.763,1.0,0.0425,0.07,0.174,0.353,0.0392,118.58,1335480,0
plump djs,weighed down,2003,06,0.885,0.912,0.0,-7.48,1.0,0.251,0.151,0.0141,0.28,0.396,134.023,1307907,0
fudge tunnel,spanish fly,1993,01,0.18,0.735,4.0,-11.375,0.0,0.0562,4.35e-05,0.796,0.102,0.275,146.462,145310,0
taylor swift,the way i loved you,2008,11,0.433,0.7,5.0,-3.709,1.0,0.0336,0.0408,0.0,0.115,0.398,160.927,36879,0
naughty by nature,the hood comes first ,1993,02,0.87,0.499,6.0,-13.466,0.0,0.244,0.00386,1.28e-05,0.0784,0.353,99.796,7581,0
phil collins,dance into the light ,1996,10,0.612,0.84,7.0,-5.342,1.0,0.0422,0.0252,0.00262,0.042,0.907,87.862,34418804,0
poncho sanchez,lip smacker,1992,01,0.615,0.467,5.0,-12.485,0.0,0.0767,0.262,0.00888,0.945,0.678,111.781,10451489,0
kathy mattea,standing knee deep in a river ,1992,01,0.502,0.242,0.0,-13.398,1.0,0.0302,0.698,1.65e-05,0.269,0.357,132.585,501,0
strata,trio ,2008,04,0.355,0.142,5.0,-17.893,1.0,0.0464,0.954,0.0276,0.0688,0.171,123.402,30198272,0
n.e.r.d.,intro / time for some action,2008,01,0.631,0.676,6.0,-5.9,0.0,0.434,0.112,0.0003,0.254,0.594,113.025,523870,0
leona naess,heavy like sunday,2008,01,0.509,0.389,8.0,-9.223,1.0,0.0448,0.488,0.000187,0.138,0.424,147.308,9833,0
estopa,exiliado en el lavabo,2000,07,0.69,0.434,11.0,-12.579,0.0,0.035,0.215,1.3e-05,0.0963,0.514,142.852,48003,0
faith hill,there will come a day ,1999,11,0.464,0.698,8.0,-8.972,0.0,0.0377,0.308,0.0,0.0951,0.508,77.269,10688,0
jean-jacques goldman,comme toi ,1982,09,0.646,0.253,2.0,-18.78,0.0,0.0386,0.73,0.00136,0.116,0.326,119.491,2789,0
belle and sebastian,like dylan in the movies,1996,01,0.505,0.444,1.0,-12.672,0.0,0.0279,0.319,0.000133,0.147,0.625,157.899,3315894,0
thrice,the earth will shake,2005,01,0.447,0.898,9.0,-4.575,0.0,0.0726,0.0125,0.104,0.155,0.136,125.099,2793,0
taking back sunday,spin ,2006,04,0.433,0.956,3.0,-4.131,0.0,0.0451,2.1e-05,0.0,0.372,0.602,95.229,1672,0
dixie chicks,lullaby,2006,04,0.55,0.205,0.0,-11.409,1.0,0.0279,0.762,0.00943,0.112,0.316,109.396,67316,0
bt feat. jes,every other way,2010,07,0.698,0.649,6.0,-8.555,0.0,0.0872,0.00101,0.615,0.197,0.425,131.008,30198272,0
the cliks,career suicide ,2009,05,0.512,0.849,2.0,-4.432,1.0,0.0524,0.000482,0.00185,0.156,0.46,143.004,153452,0
agnostic front,no one hears you,2004,11,0.32,0.927,1.0,-4.668,1.0,0.0555,2.51e-06,0.0385,0.0782,0.705,99.837,384724,0
snow patrol,wow,2004,01,0.48,0.923,9.0,-5.627,1.0,0.0493,5.7e-05,0.0144,0.0893,0.305,143.002,11718,0
jk,you make me feel good ,1992,10,0.739,0.613,9.0,-13.728,1.0,0.037,0.112,0.00413,0.0565,0.947,125.975,290247,0
taking dawn,black diamond,2010,01,0.44,0.911,7.0,-4.568,0.0,0.0779,0.0192,0.0165,0.108,0.128,144.985,236124,0
shakira,poem to a horse,2001,11,0.644,0.878,11.0,-5.751,0.0,0.0377,0.027,4.2e-06,0.149,0.695,94.014,875,0
scott matthews,underlying lies,2009,01,0.504,0.653,10.0,-8.308,1.0,0.0381,0.0149,0.0109,0.0814,0.235,99.993,493,0
aaron watson,sweet contradiction,2008,04,0.331,0.68,9.0,-9.059,1.0,0.0335,0.227,7.37e-05,0.109,0.671,92.277,1702546,0
bongzilla,666lb. bongsession,2002,09,0.293,0.779,4.0,-6.717,1.0,0.0574,0.00404,0.817,0.134,0.172,132.29,322034,0
madonna,vogue [live],2013,01,0.64,0.879,5.0,-4.576,0.0,0.0296,0.000347,0.106,0.211,0.0893,116.168,3048,0
liquid soul,dysfunction,2005,06,0.659,0.637,5.0,-8.793,0.0,0.0513,0.1,0.000308,0.328,0.549,91.929,59287,0
behemoth,no sympathy for fools,2002,01,0.431,0.903,1.0,-6.405,1.0,0.0891,2.61e-05,0.0362,0.273,0.386,92.379,209735,0
danny elfman,the kingdom - titles,2007,01,0.612,0.613,1.0,-13.796,1.0,0.0569,0.458,0.823,0.152,0.483,128.646,8362486,0
flora purim,latinas,1977,01,0.116,0.0926,4.0,-20.512,1.0,0.0384,0.937,0.0353,0.215,0.0524,77.179,63266,0
room 5,hidden sun,2003,11,0.796,0.974,4.0,-7.927,0.0,0.0628,0.000105,0.902,0.724,0.626,127.951,19736,0
vickie winans,you turn me,2008,01,0.703,0.867,5.0,-7.802,0.0,0.0637,0.28,0.0,0.177,0.847,89.996,3432401,0
moonspell,sacred,1997,10,0.494,0.766,11.0,-7.706,1.0,0.0367,0.00129,0.18,0.185,0.238,120.03,179279,0
frederic galliano,nomades monades,1997,11,0.58,0.228,10.0,-20.47,0.0,0.1,0.467,0.715,0.353,0.136,82.01,7096,0
gang starr,the planet ,1994,03,0.784,0.725,4.0,-11.027,0.0,0.222,0.0139,0.0,0.107,0.607,167.549,34418804,0
statues,the last stand,2007,01,0.327,0.962,9.0,-5.411,1.0,0.0801,0.000495,6.66e-06,0.191,0.701,182.71,185688,0
lambda,hold on tight,2015,03,0.689,0.765,9.0,-9.246,0.0,0.0332,0.0487,0.892,0.107,0.0872,133.011,51691,0
twila paris,how beautiful ,1990,01,0.296,0.284,9.0,-8.587,1.0,0.0307,0.925,1.35e-05,0.0577,0.256,105.392,1042940,0
wyclef jean,something about mary,2000,08,0.755,0.66,5.0,-6.662,1.0,0.0537,0.158,7.41e-05,0.121,0.618,95.05,1019,0
sylver,sympathy,2016,12,0.726,0.781,9.0,-8.962,0.0,0.0481,0.185,0.0275,0.182,0.451,138.898,759118,0
2 minutos,1987,2007,12,0.378,0.984,4.0,-3.962,1.0,0.145,9.96e-05,0.0,0.62,0.618,97.69,1374,0
hot chip,no,2019,06,0.609,0.725,2.0,-9.859,1.0,0.0361,0.345,0.00448,0.122,0.276,111.961,907725,0
the crystal method,realizer,2004,01,0.649,0.765,10.0,-6.435,0.0,0.0324,0.0536,0.85,0.0819,0.438,129.988,169041,0
brigada victor jara,parto em terras distantes ,1998,07,0.397,0.359,4.0,-13.607,0.0,0.0315,0.0697,0.000742,0.0566,0.412,173.824,25341,0
tha liks ,my dear,2001,05,0.692,0.896,7.0,-5.406,1.0,0.281,0.548,0.0,0.367,0.85,91.992,244058,0
gabriel yared,devon,2003,01,0.0671,0.103,4.0,-18.351,0.0,0.0429,0.955,0.91,0.0888,0.0359,71.908,166652,0
wolfmother,white feather,2009,01,0.578,0.862,9.0,-4.492,1.0,0.053,0.000246,3.08e-05,0.381,0.646,111.499,664606,0
cockney rejects,big time charlie,2007,05,0.242,0.954,9.0,-2.971,1.0,0.0757,0.0288,1.75e-06,0.102,0.578,168.313,1510,0
mest,tonight will last forever ,2005,10,0.563,0.831,7.0,-8.788,1.0,0.0916,0.00275,0.00107,0.117,0.255,132.036,36733,0
tantric,coming undone,2009,08,0.641,0.936,9.0,-2.848,0.0,0.067,0.00103,6.73e-05,0.0875,0.6,140.05,145310,0
fall out boy,the carpal tunnel of love,2007,01,0.463,0.949,2.0,-2.753,0.0,0.051,0.00342,3.88e-06,0.316,0.632,140.824,964570,0
dee clark,just keep it up,1993,01,0.665,0.334,10.0,-15.25,1.0,0.0542,0.628,0.0,0.0742,0.915,95.958,2353,0
eddy raven,i wanna hear it from you,2007,09,0.721,0.536,5.0,-12.999,1.0,0.0291,0.0863,0.0,0.191,0.735,129.044,19104,0
floor,heather,2010,03,0.262,0.869,2.0,-7.419,1.0,0.0525,0.221,0.563,0.158,0.0737,78.95,5541,0
astarte,oblivious darkness,2018,02,0.368,0.979,4.0,-4.381,0.0,0.137,0.0478,0.593,0.345,0.152,128.959,23681559,0
krystof,ostravaczech,2006,10,0.661,0.511,0.0,-10.138,1.0,0.0292,0.684,0.0335,0.658,0.512,130.051,10709,0
moraes moreira,banho de amor,2001,01,0.78,0.608,0.0,-6.608,1.0,0.0495,0.358,1.14e-06,0.104,0.806,132.92,3983,0
inspiral carpets,party in the sky,1994,03,0.418,0.472,7.0,-11.492,1.0,0.0295,2.59e-05,0.579,0.109,0.583,93.287,485144,0
dolores keane,storm in my heart,2006,05,0.24,0.32,5.0,-14.824,1.0,0.045,0.914,2.28e-05,0.0904,0.249,187.907,2289092,0
bleed the sky,kettle black,2008,06,0.474,0.942,3.0,-6.14,0.0,0.0952,0.00133,0.0294,0.217,0.157,116.057,32319,0
coldplay,one i love,2002,08,0.441,0.776,2.0,-6.661,1.0,0.0356,0.109,0.504,0.365,0.367,134.008,57051,0
methods of mayhem / scott kirkland,narcotic,1999,05,0.792,0.956,1.0,-3.064,1.0,0.167,0.00413,0.14,0.32,0.614,116.004,5985,0
lyrics born,bad dreams,2003,10,0.862,0.668,6.0,-5.308,1.0,0.0718,0.11,4.59e-06,0.0633,0.889,85.024,500976,0
george michael,praying for time,2017,10,0.581,0.622,10.0,-14.878,1.0,0.0354,0.0471,0.0162,0.0915,0.257,127.814,6179,0
twista,the day after ,2005,10,0.921,0.876,11.0,-4.673,0.0,0.0954,0.00211,0.0268,0.364,0.696,117.986,909870,0
the chap,we are not impartial,2006,12,0.6,0.215,6.0,-9.342,0.0,0.0321,0.612,0.0076,0.135,0.213,144.023,944651,0
the cardigans,paralyzed,1998,01,0.57,0.661,2.0,-5.64,0.0,0.0311,0.000201,0.0296,0.169,0.161,145.153,234428,0
korn,make me bad,1999,11,0.532,0.797,11.0,-6.889,0.0,0.0499,0.000192,0.0252,0.229,0.417,110.006,432759,0
rhian sheehan,degrees of freedom,2004,05,0.695,0.525,11.0,-11.058,1.0,0.0397,0.472,0.841,0.153,0.611,108.006,296921,0
line renaud,gwendolina,2010,07,0.743,0.648,7.0,-4.802,1.0,0.0423,0.908,0.0,0.206,0.828,137.359,384240,0
bersuit vergarabat,de onda,1998,01,0.648,0.521,4.0,-7.271,0.0,0.0566,0.0814,0.0,0.555,0.591,121.944,212258,0
u2,fez-being born,2009,01,0.256,0.819,2.0,-7.103,0.0,0.0422,0.0841,0.107,0.333,0.307,94.008,619309,0
akon,over the edge,2008,01,0.526,0.648,5.0,-5.747,0.0,0.0366,0.0386,0.0,0.234,0.299,128.007,823061,0
shania twain,raining on our love,1995,01,0.427,0.277,6.0,-11.581,1.0,0.0348,0.513,0.0,0.151,0.155,122.969,0,0
since the flood,all for nothing,2008,09,0.208,0.994,6.0,-1.817,0.0,0.154,0.00424,0.0,0.0537,0.336,97.093,4432,0
speaker,joking,1999,01,0.511,0.822,9.0,-4.503,0.0,0.0398,0.0153,3.11e-06,0.6,0.365,132.035,92537,0
michael gettel,safe passage,2003,07,0.267,0.379,2.0,-14.77,1.0,0.0293,0.846,0.863,0.102,0.0712,101.364,1811283,0
uriah heep,wake the sleeper,2010,09,0.412,0.871,9.0,-10.173,1.0,0.0924,0.0389,0.349,0.745,0.202,129.106,19840,0
kool savas,warum rappst du?,2000,04,0.685,0.922,11.0,-2.036,0.0,0.689,0.671,0.0,0.254,0.88,92.57,3880,0
joe mcbride,one eyed jack,2005,01,0.606,0.654,7.0,-9.897,0.0,0.0309,0.461,0.0614,0.122,0.527,91.95,17392741,0
stress assassin,eu a4,2010,07,0.201,0.51,7.0,-11.163,1.0,0.0381,0.546,0.798,0.144,0.0387,121.852,19949,0
mago de oz,desde mi cielo,2018,11,0.586,0.551,2.0,-7.297,1.0,0.0381,0.549,2.28e-05,0.0965,0.292,110.213,141452,0
teena marie,how can you resist it,1990,09,0.468,0.278,9.0,-10.281,1.0,0.03,0.388,0.0,0.123,0.14,82.019,36756,0
mobb deep,up north trip,1995,04,0.845,0.641,6.0,-5.102,0.0,0.275,0.0391,2.4e-06,0.326,0.774,87.86,3432401,0
gang starr,say your prayers,1991,01,0.858,0.246,0.0,-19.525,1.0,0.127,0.0237,0.00853,0.12,0.718,82.966,55215,0
brian tyler,i dream of chi chi,2009,01,0.57,0.0922,0.0,-18.693,1.0,0.038,0.91,0.932,0.122,0.397,105.11,294030,0
billy bragg,goodbye ,2019,09,0.466,0.0691,11.0,-16.57,1.0,0.0322,0.794,1.56e-05,0.126,0.381,79.13,210671,0
2 minutos,rompan todo,2007,12,0.411,0.964,0.0,-3.722,1.0,0.132,0.000626,0.0,0.434,0.825,105.563,7884,0
orbital,chime ,1990,01,0.726,0.919,8.0,-13.836,1.0,0.045,0.000143,0.709,0.0795,0.332,120.952,261815,0
bongzilla,cutdown,2005,09,0.24,0.811,11.0,-6.347,1.0,0.0725,0.0374,0.933,0.242,0.473,91.178,4163,0
orbital,are we here ?,1994,01,0.673,0.609,0.0,-10.474,1.0,0.0388,0.00501,0.351,0.358,0.315,142.99,13720,0
james carter,strange fruit,2003,11,0.228,0.477,0.0,-5.564,0.0,0.0363,0.176,0.00389,0.11,0.17,82.327,51793,0
the high strung,the luck you got,2012,04,0.31,0.972,7.0,-3.663,1.0,0.197,0.000831,6.38e-06,0.154,0.311,139.039,117347,0
mithotyn,guided by history,2008,04,0.156,0.91,7.0,-7.013,1.0,0.0741,3.49e-06,0.888,0.37,0.196,106.304,1158,0
patrick bruel,au bout de la marelle,1999,04,0.658,0.667,7.0,-8.083,1.0,0.0355,0.0698,3.04e-06,0.0725,0.591,105.999,404,0
michael gettel,the journey north,1999,01,0.492,0.824,9.0,-11.195,1.0,0.037,0.503,0.804,0.0788,0.476,94.707,487832,0
k-os,heaven only knows,2002,01,0.677,0.404,5.0,-8.562,0.0,0.258,0.548,0.0,0.108,0.853,90.075,1198,0
wilshire,when,2003,10,0.498,0.72,10.0,-3.841,1.0,0.0321,0.0293,0.0,0.107,0.31,126.496,8019,0
dinosaur jr.,been there all the time,2007,05,0.176,0.969,9.0,-3.198,1.0,0.192,0.0021,1.7e-06,0.0623,0.266,162.332,31523,0
from autumn to ashes,sensory deprivation adventure,2007,04,0.47,0.918,10.0,-5.773,1.0,0.0507,8.26e-06,0.277,0.395,0.457,92.964,200814,0
patton oswalt,a brief history of shitty comedy,2004,06,0.738,0.578,2.0,-11.461,1.0,0.948,0.767,0.0,0.673,0.617,52.374,1838,0
casiotone for the painfully alone,dying batteries,2001,11,0.745,0.276,0.0,-17.224,1.0,0.119,0.996,0.697,0.143,0.341,77.468,16170,0
sister hazel,cerilene,1997,01,0.694,0.522,10.0,-7.818,1.0,0.0291,0.0818,0.0,0.102,0.133,119.397,30663,0
vonray,part of me ,2003,04,0.541,0.776,8.0,-5.597,1.0,0.0387,7.56e-05,0.000282,0.168,0.286,107.966,117716,0
the four pennies,juliet,2018,11,0.282,0.255,8.0,-12.74,1.0,0.031,0.834,0.0,0.102,0.229,88.457,11718,0
theodore shapiro,gun pull,2005,01,0.201,0.0224,4.0,-32.218,0.0,0.0438,0.959,0.936,0.0759,0.0363,71.199,294030,0
tito puente,flight to jordan,1999,01,0.478,0.744,8.0,-9.659,1.0,0.0363,0.484,0.593,0.057,0.803,123.366,484569,0
since the flood,guardian angel,2008,09,0.177,0.981,1.0,-2.099,1.0,0.0981,9.91e-05,6.25e-05,0.098,0.442,177.136,160576,0
dons,best kept secret,2006,08,0.633,0.867,0.0,-4.943,1.0,0.0321,0.0221,0.0,0.12,0.758,124.051,1870,0
krs-one,freestyle ministry ,2004,07,0.783,0.832,1.0,-3.164,1.0,0.371,0.12,0.0,0.244,0.848,94.854,1584,0
unwritten law,up all night ,2002,01,0.627,0.952,9.0,-2.889,1.0,0.0724,0.00547,0.0,0.18,0.598,108.301,140892,0
call to preserve,open your eyes,2008,09,0.247,0.995,4.0,-1.936,1.0,0.36,3.35e-05,0.00033,0.116,0.173,86.404,13216,0
